job_vacancy,experience,location,college,skill1,skill2,skill3,skill4,skill5,level1,level2,level3,level4,level5,employed
56,15,76,6,34,46,27,40,80,0,4,5,4,2,1
25,27,58,89,34,85,14,40,3,4,1,3,5,4,2
65,22,23,48,23,83,41,88,51,4,2,4,4,0,1
9,33,86,56,0,8,45,93,42,1,3,2,4,1,2
93,1,32,0,63,0,83,0,97,2,3,1,2,2,2
85,28,29,18,25,41,32,52,42,3,0,3,4,5,2
76,30,36,83,25,83,99,67,81,1,2,0,3,2,2
77,6,62,49,65,70,48,47,62,2,3,2,4,4,1
48,31,86,68,76,11,37,94,32,1,3,3,4,2,1
17,19,77,72,52,31,45,28,25,0,3,3,0,5,1
68,29,35,97,78,51,90,72,52,0,3,4,0,0,2
60,17,94,85,28,82,86,2,18,1,4,0,1,4,2
32,35,84,47,95,39,65,24,89,0,5,2,4,1,1
74,14,41,12,81,96,20,22,54,0,3,2,1,5,1
35,15,31,92,83,68,91,85,40,5,2,3,0,5,1
11,5,56,11,32,56,81,6,70,4,5,1,0,1,2
29,17,76,49,2,19,22,20,34,3,5,4,1,0,2
8,18,93,31,63,14,97,29,79,0,0,4,4,2,1
9,35,15,36,1,80,34,1,92,0,0,1,0,4,2
81,4,9,27,72,66,65,20,77,0,1,3,5,5,1
48,33,47,34,80,45,64,27,84,4,4,2,3,1,1
17,6,20,91,37,69,20,98,27,0,3,0,4,4,2
65,9,47,13,94,92,67,65,21,5,4,4,3,1,2
91,0,67,42,12,89,41,3,51,0,2,0,4,5,2
67,29,74,6,17,84,13,61,39,0,1,1,1,4,1
30,17,5,3,77,63,54,7,80,3,4,2,3,4,1
85,5,4,22,88,75,67,5,30,0,5,1,5,4,2
48,0,31,95,31,60,43,2,4,4,5,4,2,0,1
9,21,76,33,80,71,91,53,22,0,2,3,1,0,2
40,37,71,7,28,28,67,34,22,2,4,3,5,0,1
82,6,60,78,15,89,84,63,29,3,2,1,0,5,2
47,32,11,57,87,79,37,61,38,4,3,5,5,4,1
78,4,50,19,29,76,2,8,53,2,1,0,5,5,2
77,24,5,6,36,87,93,31,43,2,2,2,0,0,1
16,35,41,79,73,73,28,97,35,3,5,2,3,1,2
69,6,26,64,73,4,0,33,64,5,2,2,2,3,1
58,3,44,82,24,15,76,68,16,3,4,5,3,4,2
97,32,43,8,24,87,47,44,89,5,3,5,1,4,1
71,26,65,1,38,16,11,56,70,5,4,3,2,1,2
66,30,25,57,49,2,16,36,69,5,0,0,5,5,1
67,37,42,98,22,35,8,24,26,4,5,1,4,1,1
20,17,68,24,83,16,85,44,7,1,2,3,1,3,1
90,37,12,51,55,98,98,19,60,4,2,3,2,5,2
23,34,80,65,63,15,68,79,37,5,5,1,4,3,2
53,20,97,24,22,74,35,23,92,1,5,0,3,4,2
9,10,25,89,87,92,81,16,66,0,5,3,1,3,1
87,36,20,53,83,93,13,92,1,1,2,5,3,5,2
57,0,97,15,23,25,27,38,39,0,1,4,0,2,2
12,28,62,48,75,59,92,52,32,1,5,2,0,1,1
33,33,64,26,16,47,71,96,81,0,1,1,2,3,1
98,40,10,39,83,44,25,30,19,5,2,1,2,2,2
4,4,8,44,29,91,52,23,36,1,0,4,1,5,2
6,29,27,4,42,25,98,31,2,2,1,4,1,4,2
1,27,30,38,34,23,9,76,98,4,0,4,3,4,2
22,18,93,49,15,21,37,4,53,5,3,0,1,4,2
93,3,51,92,0,53,4,68,94,5,4,3,2,3,2
26,4,79,69,57,96,4,5,2,5,5,2,0,2,2
49,6,73,60,9,74,14,33,84,2,1,0,0,2,2
66,0,65,29,6,39,28,96,21,1,1,3,4,1,2
54,21,2,65,80,22,73,19,91,4,0,5,2,2,1
40,14,41,9,40,82,85,92,50,1,2,4,5,1,1
42,21,65,52,41,37,4,68,67,4,4,3,4,4,2
80,6,64,99,3,7,25,14,10,5,5,4,5,3,1
73,33,65,54,40,42,13,6,8,2,3,1,3,2,2
39,19,35,91,12,68,44,89,99,4,0,5,2,1,1
22,0,98,44,44,50,20,32,17,5,4,4,4,2,1
14,18,76,64,90,57,78,8,46,0,1,3,4,5,2
67,21,73,60,26,26,78,57,84,2,5,3,0,3,1
41,7,91,60,95,63,25,91,19,1,2,3,0,1,1
58,9,87,10,19,51,26,88,35,5,1,2,5,3,1
5,26,53,91,21,97,97,88,98,0,4,4,3,0,1
8,28,78,84,38,48,19,67,32,2,3,3,3,1,2
54,40,94,52,18,27,68,18,5,2,0,1,5,1,1
19,2,55,30,96,63,55,19,36,3,5,1,2,0,2
78,14,56,12,28,13,63,21,84,4,4,0,4,3,2
31,38,32,73,73,18,0,93,88,0,4,3,5,2,1
17,39,0,45,43,79,76,93,53,1,3,3,2,0,2
47,38,54,66,20,5,36,7,57,4,5,5,1,0,2
80,35,26,96,11,85,70,80,28,3,1,4,0,0,2
50,37,24,15,85,32,58,69,44,0,4,2,0,5,2
98,8,31,92,99,76,36,30,31,1,0,3,2,0,1
43,9,55,91,52,92,90,27,9,0,2,1,3,1,2
42,0,52,26,65,51,19,82,80,5,5,0,4,3,2
7,18,91,59,97,38,67,8,1,2,0,4,2,2,2
64,23,62,42,79,29,28,30,43,1,2,1,0,5,1
11,40,94,32,75,6,12,66,26,2,0,3,2,4,2
85,26,69,45,19,75,32,95,56,1,3,4,5,1,2
65,30,90,28,66,36,93,77,99,2,1,0,0,4,1
34,36,68,61,89,66,24,93,87,0,0,3,1,0,1
91,15,55,85,42,69,53,0,32,5,4,5,0,0,2
94,40,91,99,49,27,76,81,67,3,1,0,5,4,2
32,35,68,5,98,1,27,60,76,5,2,2,4,1,1
29,2,23,67,27,0,57,62,50,5,2,4,0,2,2
76,5,49,14,36,75,13,41,32,2,5,5,3,0,2
12,34,25,7,72,45,41,32,21,2,0,4,0,1,1
67,32,15,99,27,14,15,10,70,2,0,4,2,4,1
87,1,37,78,67,37,19,81,29,3,3,4,1,3,2
74,25,92,88,19,6,55,18,89,0,5,3,3,5,1
7,0,44,81,76,70,62,19,22,2,5,4,4,1,1
78,7,11,55,20,71,75,78,97,4,0,0,3,0,1
15,14,73,83,46,6,19,50,93,2,1,5,3,0,1
77,32,44,72,37,14,82,38,89,4,4,3,4,4,1
98,22,13,70,13,87,7,17,53,4,4,2,1,1,2
25,5,85,89,16,11,72,55,27,5,1,3,0,1,2
80,13,50,12,54,64,71,27,65,3,5,5,0,0,1
69,10,51,70,12,11,6,40,48,1,2,4,0,0,1
59,12,14,9,25,62,97,60,25,1,5,5,2,2,1
20,26,58,90,13,22,97,23,66,2,5,0,4,3,1
39,0,48,13,39,49,89,54,76,5,4,0,1,4,2
53,5,90,6,99,3,32,70,75,2,5,0,0,1,1
71,40,49,18,82,46,28,25,85,3,4,1,0,2,1
61,27,45,29,88,28,82,79,22,3,5,2,0,3,1
28,27,64,11,64,37,58,38,26,5,2,2,1,0,1
2,2,89,22,20,41,14,69,87,2,0,5,3,5,1
48,33,48,92,97,0,9,61,83,1,1,5,4,3,2
71,32,97,24,58,93,63,39,97,5,2,0,1,4,1
21,13,44,61,7,32,24,73,41,0,2,4,1,2,2
19,12,44,48,44,77,51,36,75,4,0,5,0,5,1
72,3,71,82,99,94,83,51,14,3,5,1,2,2,2
6,15,60,9,56,22,32,13,99,0,5,4,2,5,2
82,33,80,75,86,69,50,50,80,0,1,0,4,5,2
30,9,95,9,1,47,77,40,45,4,1,1,1,0,1
74,16,35,12,61,96,34,81,85,3,1,0,4,4,1
13,16,92,91,41,43,42,71,84,5,4,4,3,2,2
92,18,21,75,77,81,27,43,26,5,2,5,5,4,1
24,3,25,29,76,71,71,41,87,3,2,4,0,2,2
87,4,13,30,96,1,34,11,25,2,3,0,2,4,2
9,2,46,43,40,3,95,81,41,4,5,2,5,4,1
66,27,78,64,59,98,34,22,44,4,3,1,4,3,1
77,5,2,61,89,71,99,27,70,4,5,2,3,4,1
59,17,48,10,14,27,77,13,2,4,5,1,2,4,1
59,24,17,15,18,0,98,36,7,2,5,2,4,2,2
71,21,62,9,72,45,72,62,80,4,1,5,4,1,1
27,12,52,72,62,58,23,29,28,0,5,1,0,2,2
79,23,68,84,28,76,55,92,95,0,0,1,5,1,2
26,29,61,48,75,26,17,41,3,5,5,2,0,5,1
1,7,14,36,73,92,48,96,13,4,1,4,1,3,2
34,16,17,97,99,42,42,62,11,2,5,4,0,0,2
96,32,61,29,91,66,93,88,39,5,3,3,2,5,1
66,9,11,22,11,26,90,31,36,4,3,2,1,0,1
70,36,23,37,1,27,64,0,11,5,4,0,1,4,1
42,23,24,39,27,58,48,4,23,0,2,1,4,0,1
56,24,64,6,47,43,2,24,26,5,0,2,4,4,2
85,35,50,35,75,36,48,11,87,1,4,2,5,2,1
30,21,6,31,40,23,75,47,12,5,2,5,5,1,1
77,34,95,33,90,19,59,59,81,4,3,4,3,0,1
71,13,21,84,24,50,29,4,92,4,4,3,1,0,1
85,17,48,87,42,19,17,58,14,1,0,2,3,1,2
46,32,92,18,26,57,33,25,97,0,0,0,0,5,1
11,26,0,73,5,35,73,46,1,0,4,4,0,2,1
14,32,30,91,8,29,84,84,9,4,2,4,3,5,1
9,8,43,33,47,16,59,98,81,2,3,2,4,0,2
56,20,91,39,82,89,71,90,64,2,3,3,2,0,2
60,25,84,30,57,99,4,11,26,0,4,0,2,0,1
81,30,56,88,72,30,21,65,26,3,4,1,4,4,2
19,23,87,62,67,2,14,0,51,0,1,2,3,1,1
59,11,66,58,45,98,73,17,55,4,3,4,0,0,1
40,20,38,71,15,30,43,27,23,1,2,3,3,0,1
65,25,93,41,85,77,41,27,86,5,0,1,2,4,2
84,32,90,45,85,86,79,37,30,3,2,5,0,3,2
87,32,36,85,37,26,52,92,63,3,3,0,5,4,2
99,31,17,42,85,23,83,83,4,4,5,4,1,3,2
45,17,12,24,98,48,65,56,44,5,2,4,1,4,1
0,0,88,90,27,94,85,75,68,5,2,2,5,4,1
6,36,62,2,60,2,31,92,59,2,5,4,5,5,1
22,7,63,27,65,12,1,46,44,3,1,4,3,5,2
97,29,74,25,24,93,98,53,54,2,2,4,3,1,2
5,0,34,95,2,42,40,68,97,0,4,0,3,3,1
7,32,45,52,20,90,28,12,21,1,2,2,3,4,2
6,14,83,43,94,58,51,84,52,0,5,2,1,5,2
10,25,1,98,75,53,55,28,34,3,4,4,0,0,1
57,34,60,52,33,38,18,61,23,2,0,1,4,0,2
21,6,33,46,6,5,46,54,11,1,4,4,3,4,2
54,38,62,89,36,61,5,66,59,5,4,5,2,2,2
51,2,88,38,24,25,92,79,81,3,2,2,5,3,1
14,9,3,7,37,47,35,26,64,0,2,2,4,4,1
1,5,51,49,86,80,50,15,26,3,5,1,4,0,2
21,23,49,55,14,2,69,24,0,3,0,4,1,3,2
48,27,94,77,88,52,58,41,43,0,5,0,3,0,1
42,20,51,72,81,25,8,99,54,0,3,0,5,5,2
50,16,42,89,3,27,75,16,47,1,2,4,3,4,2
11,17,80,41,69,97,26,23,38,0,4,5,3,3,1
12,5,3,74,62,93,22,95,42,3,3,1,2,4,2
6,21,73,3,17,1,66,52,0,4,2,0,1,1,2
67,10,34,46,59,52,94,44,44,2,4,1,3,3,2
76,38,80,43,6,29,82,44,9,5,0,5,1,1,1
70,7,5,40,17,19,77,76,72,4,1,3,4,5,1
13,7,15,92,90,0,42,98,2,3,5,3,3,2,2
2,32,8,26,37,32,24,16,45,3,4,2,2,4,1
8,2,61,18,48,54,86,12,41,0,2,3,0,5,1
19,4,33,62,44,78,8,18,61,0,2,3,0,5,1
44,39,52,3,9,86,64,84,25,1,2,0,3,1,1
15,28,98,21,49,59,82,46,60,1,4,1,5,2,2
55,9,93,34,18,90,34,27,29,1,2,5,3,4,1
37,28,95,85,74,9,10,94,50,5,4,1,0,3,1
8,1,35,80,59,3,93,95,35,2,1,0,1,2,2
73,5,9,55,50,11,15,17,72,4,2,2,3,5,1
22,9,12,59,17,55,4,96,47,2,5,2,5,3,1
64,28,28,72,17,4,40,0,85,0,4,2,4,0,1
91,18,29,96,58,56,1,13,23,5,1,5,5,4,2
59,23,5,27,62,76,93,13,25,5,3,4,4,1,1
90,12,37,9,5,10,9,95,23,1,2,2,5,0,2
19,8,35,99,23,42,85,42,80,1,2,3,0,0,2
56,33,96,4,64,46,76,96,86,2,2,2,2,2,1
9,28,6,19,72,34,87,57,78,5,1,5,0,0,2
38,21,70,79,33,18,71,14,12,2,3,5,1,0,1
75,33,33,42,88,23,27,60,49,0,5,3,4,1,2
47,18,4,48,68,8,90,97,17,4,5,0,5,1,1
26,17,95,94,13,5,37,6,32,4,0,0,1,0,2
96,34,94,27,63,10,24,54,9,3,3,5,0,2,1
74,26,73,35,57,81,93,6,22,0,1,2,2,2,1
28,20,20,76,90,7,21,31,5,0,0,5,3,4,1
49,36,2,92,19,11,29,64,21,1,0,4,2,5,1
6,4,2,26,96,8,62,8,82,4,2,1,0,1,1
58,29,28,7,82,25,35,27,26,5,1,2,2,2,2
16,5,2,37,93,42,97,74,56,3,1,1,0,3,2
68,13,13,36,93,26,54,12,76,0,5,1,0,5,2
25,35,13,62,62,98,14,41,34,0,3,1,0,0,1
61,32,51,90,38,63,40,30,64,0,2,3,5,2,2
63,29,78,48,5,24,42,16,9,0,0,0,2,0,2
75,7,27,92,67,33,83,65,52,2,4,3,0,5,2
62,15,19,45,82,62,64,41,29,3,5,5,0,3,1
69,6,25,49,38,41,69,55,97,5,3,2,2,2,1
26,31,39,64,66,28,44,1,38,4,0,4,0,0,1
38,26,81,46,98,0,71,95,53,1,0,0,3,5,1
14,19,80,8,95,70,18,75,14,3,3,5,4,2,2
5,39,55,29,86,34,68,31,28,0,1,4,0,1,1
32,17,11,8,6,69,25,91,72,2,0,2,2,5,2
35,29,17,41,54,51,95,10,78,3,2,1,0,4,2
2,9,92,81,43,2,39,72,88,3,0,1,5,5,1
74,37,49,37,88,61,66,20,70,3,1,2,2,0,2
98,20,94,78,40,99,7,48,21,1,1,1,5,5,2
86,39,96,38,24,51,96,14,84,0,1,2,2,4,2
31,14,97,80,43,87,36,15,78,3,1,4,4,4,1
54,37,48,7,97,5,11,23,13,4,0,5,4,3,1
84,33,48,0,46,62,74,82,59,5,5,2,3,2,2
69,9,69,71,40,21,44,84,71,2,1,4,0,0,1
0,35,83,79,17,98,63,30,68,1,4,1,2,4,2
44,11,96,25,31,11,11,31,16,5,4,3,2,1,1
67,0,76,15,93,63,46,14,15,5,0,1,3,4,2
87,21,94,58,59,60,45,38,10,3,3,4,4,5,2
43,17,28,89,24,25,80,71,52,5,3,1,5,3,1
85,24,42,22,23,52,70,59,17,1,4,5,0,2,2
61,7,40,90,54,67,34,1,32,4,0,1,2,0,2
42,3,19,16,14,62,30,18,70,2,2,4,0,2,1
46,18,3,19,26,49,27,43,93,1,1,3,3,4,2
59,17,49,35,75,11,92,24,73,1,2,5,0,2,2
91,16,51,79,91,14,19,36,88,1,5,0,5,0,2
78,19,39,27,3,35,76,72,97,2,3,1,2,4,2
94,4,25,45,56,89,33,85,9,4,3,0,0,0,2
50,13,12,2,39,39,9,98,19,2,1,1,4,3,2
53,14,22,29,17,51,69,28,70,1,5,1,0,0,1
17,14,42,9,99,74,95,45,62,5,2,2,0,0,2
17,39,74,9,12,82,40,62,60,0,2,5,1,2,2
33,8,40,96,91,69,73,20,13,4,4,0,2,5,1
61,14,28,4,60,97,52,5,90,4,4,2,0,0,2
71,1,98,52,74,55,91,43,4,5,3,1,5,0,2
73,15,72,80,14,50,82,10,79,5,5,0,5,2,1
36,9,29,87,77,34,86,79,23,5,2,1,2,0,2
46,14,43,87,38,0,98,80,7,1,4,2,5,1,2
42,35,9,21,86,58,56,66,81,1,4,1,0,0,2
87,29,4,73,64,80,61,2,29,2,2,3,4,1,2
61,0,85,31,79,88,25,80,6,0,0,4,0,5,2
36,0,10,79,16,97,20,45,50,4,1,3,2,0,1
4,38,51,2,93,77,61,68,0,2,5,0,5,0,1
85,25,37,72,54,39,5,90,31,2,3,0,2,3,1
19,19,84,84,73,11,98,12,52,3,5,0,0,1,2
86,17,45,3,14,5,52,78,72,1,3,2,5,5,2
83,35,76,33,93,84,13,72,18,5,2,0,0,4,1
57,35,46,67,92,61,54,62,2,4,0,2,4,5,1
17,9,94,6,84,52,76,6,70,5,0,2,5,0,1
28,20,26,92,85,88,23,96,17,3,1,5,3,3,2
67,6,12,99,61,3,82,19,13,5,2,5,3,3,2
51,13,9,10,18,57,51,49,66,0,5,0,2,3,1
53,10,32,36,2,41,58,18,51,2,3,1,0,2,2
81,36,13,58,93,16,40,39,44,0,0,1,4,2,1
52,18,38,11,82,88,21,82,83,2,4,5,0,3,1
36,2,37,25,43,43,15,53,68,2,0,3,1,4,2
98,39,32,42,97,18,76,86,80,4,2,2,4,1,2
63,3,56,25,23,23,41,75,47,5,0,3,5,0,2
24,18,96,56,76,50,77,16,6,3,4,4,1,3,2
43,34,35,78,14,9,66,38,50,5,1,5,5,3,2
38,35,43,75,89,30,0,47,73,1,0,0,0,3,1
64,25,85,62,9,31,34,85,69,3,0,0,0,1,2
85,5,7,23,42,53,58,20,87,5,0,2,1,3,2
86,37,27,85,80,39,26,73,93,2,2,2,2,5,1
59,18,70,33,21,68,52,74,29,3,4,1,3,3,1
81,21,1,92,66,29,12,64,72,4,3,0,1,2,2
68,8,66,37,12,60,53,34,53,2,2,3,3,3,1
38,25,74,1,59,12,6,43,85,5,1,5,3,2,2
51,25,45,83,51,28,76,68,1,0,5,5,3,1,2
37,9,85,37,62,81,63,81,87,4,2,5,5,2,2
33,2,36,85,16,52,68,0,45,1,1,4,4,1,2
17,40,96,67,4,94,11,50,3,2,4,0,3,4,1
52,31,92,81,15,89,4,5,5,4,2,3,4,4,2
8,10,59,80,10,63,97,87,81,1,3,3,3,2,1
64,13,53,76,63,71,48,45,3,4,5,2,3,2,1
6,19,59,39,42,70,53,56,96,3,1,0,3,4,1
62,22,86,24,19,5,92,97,51,5,2,2,3,5,2
47,22,58,80,31,39,56,33,64,1,5,0,4,1,2
22,38,62,28,68,22,22,45,84,5,5,5,1,2,2
24,34,7,91,35,91,49,4,18,1,5,1,1,2,1
75,12,80,35,64,71,18,41,88,5,5,2,5,3,2
38,37,3,79,56,66,77,42,27,1,0,5,0,1,2
94,27,90,93,93,38,26,77,49,5,0,5,2,3,1
62,28,57,67,70,94,79,6,57,2,0,0,2,1,2
94,26,52,10,8,13,90,35,80,3,1,3,0,3,2
25,1,5,8,38,61,3,2,86,4,2,5,3,2,1
38,19,2,91,57,42,74,0,64,4,5,3,4,4,2
13,36,36,26,80,60,26,43,6,4,5,0,3,5,1
9,13,34,94,5,56,59,18,56,3,1,2,4,5,1
37,22,39,44,43,3,68,15,2,2,3,5,4,4,1
90,13,79,41,26,8,38,13,21,3,4,2,1,1,1
73,29,8,60,85,19,34,46,33,5,3,5,5,1,2
67,13,5,3,56,92,25,22,75,2,5,2,1,0,2
20,25,36,40,77,69,53,53,15,3,1,0,5,1,2
81,17,38,69,91,99,23,1,6,4,5,3,3,5,1
20,37,85,81,51,79,60,62,87,2,5,0,3,3,2
5,10,97,37,35,95,71,7,54,4,2,2,4,4,1
81,18,96,1,56,65,97,77,84,5,2,5,4,5,2
1,29,40,49,68,60,90,10,59,4,0,0,0,0,1
18,18,29,61,77,56,7,98,76,2,0,2,5,4,2
76,6,6,29,61,79,76,38,34,5,1,2,2,0,2
47,15,45,21,15,95,43,66,39,5,5,3,1,1,2
67,38,17,0,69,84,36,78,43,3,3,0,4,0,2
66,22,73,80,66,66,55,34,72,4,2,0,0,0,2
43,30,72,68,24,9,97,61,48,2,0,3,5,2,1
59,25,7,92,67,86,32,44,94,3,1,2,0,4,2
88,18,80,98,98,31,81,27,42,5,4,0,5,0,2
24,3,42,68,28,27,28,98,90,5,1,3,5,5,1
76,12,1,58,30,99,8,5,47,4,3,3,2,4,2
8,21,55,78,62,80,88,47,73,1,1,1,0,1,1
90,7,83,97,87,29,73,85,28,2,2,1,2,1,2
46,22,69,7,82,83,92,1,71,0,0,5,0,3,2
11,36,18,29,10,14,7,89,63,4,3,5,0,2,1
43,11,72,88,80,77,11,44,49,3,2,3,5,1,1
19,38,8,31,17,91,75,61,97,0,0,3,5,0,1
44,1,62,52,30,20,23,50,47,5,3,3,2,1,2
1,31,48,93,81,44,19,9,45,0,5,3,4,0,1
99,18,63,94,8,3,48,99,38,5,5,0,2,2,1
35,39,28,82,92,5,3,2,42,0,4,2,5,2,2
71,22,66,94,23,7,6,32,86,4,1,2,1,5,1
74,14,85,16,10,55,23,86,73,1,2,1,2,5,2
82,13,39,76,74,50,93,69,80,1,1,2,5,4,2
61,3,12,1,34,14,71,58,61,4,5,5,4,3,1
75,10,55,79,73,58,37,18,81,1,5,1,2,2,2
0,2,17,45,37,84,50,63,47,3,4,2,3,2,2
78,37,72,25,55,99,97,48,85,4,1,0,1,2,1
27,0,71,15,92,81,26,75,33,3,0,3,4,5,1
74,35,78,38,94,74,14,66,83,1,2,3,2,4,2
14,3,85,80,39,42,71,38,76,4,2,4,4,4,2
54,37,89,27,53,24,75,66,16,0,3,3,4,1,1
47,6,53,8,86,27,36,38,21,0,5,2,1,0,2
42,20,9,57,94,29,52,9,31,3,3,1,3,0,2
73,23,20,38,49,76,32,5,42,4,4,0,2,3,2
11,38,90,34,32,52,29,94,21,5,0,3,0,5,1
21,16,95,2,47,13,15,25,34,0,5,4,4,3,2
32,31,98,97,42,29,63,36,61,5,2,2,0,3,2
57,1,58,44,13,32,29,87,93,5,5,3,5,2,2
37,23,92,24,48,21,25,12,99,3,0,4,2,2,2
23,20,23,68,97,74,51,31,13,4,0,3,0,5,2
99,33,43,59,90,0,1,14,62,4,4,2,1,3,1
15,6,83,65,14,53,55,71,42,4,2,5,3,2,1
96,27,89,20,32,75,37,11,1,1,2,0,3,0,1
6,10,86,32,2,19,86,77,28,5,1,3,0,5,2
97,4,76,91,49,62,52,49,23,3,3,2,2,2,1
70,34,45,13,8,19,34,51,21,4,2,3,3,0,2
83,19,72,75,57,88,16,98,16,1,5,2,0,5,2
36,23,63,5,13,21,41,97,7,3,3,2,1,4,1
32,36,19,17,34,53,76,11,81,0,4,4,5,2,1
15,25,69,20,59,97,79,41,7,3,5,4,3,1,1
12,32,34,89,32,84,26,72,47,1,5,3,1,3,2
99,8,69,95,68,52,1,88,32,1,1,0,2,2,1
47,1,1,55,19,58,71,92,57,4,0,1,4,3,2
94,23,98,18,2,89,59,10,88,4,5,0,1,3,1
5,21,28,22,79,79,53,90,75,2,0,3,1,0,2
82,21,83,63,96,43,1,12,16,3,4,0,5,4,2
8,13,77,6,23,94,19,95,90,2,5,4,1,0,1
80,32,55,59,62,80,17,83,67,0,4,3,0,2,2
29,6,4,69,78,50,54,42,91,0,1,3,2,5,1
4,37,71,40,83,98,44,12,67,2,4,0,1,1,1
55,33,37,87,26,63,91,62,93,0,0,2,2,2,2
93,3,54,85,58,68,50,57,55,4,2,2,0,5,1
99,27,61,55,49,36,16,84,34,0,2,1,4,0,2
55,12,21,47,45,97,33,0,99,3,5,2,5,1,1
31,1,4,40,70,76,19,66,80,4,1,5,0,1,1
68,40,44,92,8,93,23,69,44,0,0,3,2,4,2
67,12,38,30,42,18,58,61,31,0,4,5,5,3,2
12,38,83,65,95,10,90,2,90,3,5,1,1,0,1
16,33,4,19,45,52,48,24,89,3,4,1,3,3,2
58,32,21,4,80,38,12,39,47,4,1,3,2,3,1
51,22,45,61,98,87,0,89,78,3,0,5,4,2,2
28,1,87,50,30,92,57,99,20,0,4,1,4,2,1
40,1,77,49,34,51,26,40,44,5,5,3,3,3,2
26,6,61,28,70,72,88,35,87,0,2,2,4,5,2
72,6,95,56,1,43,83,93,71,4,3,0,2,1,2
39,0,85,35,91,13,24,64,39,3,1,0,0,4,1
98,4,87,64,54,91,21,48,5,4,5,4,4,0,2
64,21,56,73,94,17,84,69,38,0,4,0,1,0,2
87,0,87,18,96,85,46,64,84,4,0,3,0,2,2
21,20,48,99,25,89,53,48,9,3,0,0,4,0,1
78,20,30,40,1,57,37,13,55,0,0,5,5,2,2
4,40,79,45,44,53,23,95,31,4,4,0,4,2,1
18,13,38,27,70,29,55,20,15,0,3,4,4,5,1
44,10,19,35,10,34,50,96,65,2,4,0,3,5,2
25,30,50,57,84,73,14,23,76,0,0,4,4,2,2
58,22,96,10,80,28,47,95,3,0,1,4,2,0,1
95,19,90,22,65,72,46,63,92,0,5,3,0,5,1
76,34,81,90,39,39,44,75,47,2,4,5,0,0,1
48,17,58,5,84,38,0,91,70,2,2,4,5,2,2
8,35,35,1,25,31,15,46,30,1,3,3,5,5,1
71,32,35,61,54,82,2,42,38,5,0,4,0,1,2
79,20,12,24,91,37,28,4,77,2,0,2,5,0,1
67,11,42,39,54,73,43,84,6,5,0,5,3,2,2
15,4,97,26,83,43,1,42,20,4,4,4,3,5,1
10,4,3,8,96,44,5,1,29,0,4,1,3,4,1
23,16,35,49,47,47,69,57,97,5,5,0,3,1,2
52,22,21,99,56,69,56,14,13,2,2,3,0,5,2
67,40,96,29,11,65,15,99,26,4,5,3,2,1,2
47,19,35,21,16,50,40,74,24,0,1,4,4,2,1
19,16,62,52,71,11,49,94,38,0,2,4,5,3,2
66,27,59,45,12,83,9,42,99,4,2,3,1,0,1
20,9,89,51,59,97,99,9,54,2,4,2,2,5,1
94,34,74,5,40,45,58,51,21,5,1,1,5,5,1
87,20,88,35,86,96,81,27,72,1,3,2,5,5,1
17,3,50,57,21,69,14,85,53,1,4,1,3,4,1
47,39,33,37,0,98,25,58,13,1,2,1,1,3,2
18,12,91,72,70,88,94,13,84,5,2,0,1,4,2
41,24,72,26,71,80,91,16,81,2,2,3,4,1,2
4,25,86,97,57,68,51,50,20,4,5,1,1,1,1
22,13,14,38,94,90,72,52,0,4,4,1,0,1,1
83,36,35,96,1,61,80,8,7,1,3,3,3,3,2
44,39,46,59,6,55,71,39,33,3,0,5,3,5,2
75,32,76,55,97,19,17,19,72,3,5,0,3,2,1
88,23,9,60,69,48,72,60,78,1,1,2,4,0,1
35,35,66,0,32,30,21,20,76,5,0,0,4,0,1
32,32,73,20,14,4,26,53,49,5,2,2,1,0,2
87,4,44,76,92,52,70,95,86,4,0,5,1,2,1
31,36,10,61,28,98,65,92,77,5,1,2,5,0,2
76,34,90,70,12,78,17,99,99,1,5,5,0,2,2
67,29,10,30,76,78,51,12,13,5,2,2,0,4,2
48,9,51,20,76,11,80,69,49,3,1,1,2,5,1
20,6,64,24,23,93,45,34,12,4,1,0,1,0,1
42,30,28,58,55,92,45,63,63,1,1,4,2,1,1
65,4,23,93,64,28,18,60,86,5,3,2,3,1,1
19,31,24,8,59,90,88,96,41,2,1,4,5,1,1
61,18,6,34,34,5,30,6,67,3,5,5,0,4,1
90,3,53,31,25,63,99,10,12,2,2,1,2,4,2
93,40,41,70,6,29,68,42,88,3,2,2,5,3,1
20,19,79,92,9,76,87,97,36,0,1,5,2,2,1
79,9,54,41,40,77,55,88,12,5,3,4,5,0,2
70,27,37,44,12,26,21,21,71,1,1,5,2,4,2
4,34,52,64,34,93,27,1,51,3,1,3,5,1,2
29,27,4,53,77,25,56,45,94,3,4,0,4,1,2
3,37,97,92,14,15,56,89,94,3,5,5,1,0,2
23,10,95,57,92,63,70,43,81,1,5,5,1,3,2
39,20,12,89,29,49,25,32,87,4,4,5,5,3,1
21,32,62,74,45,98,82,56,83,1,2,5,1,5,1
33,39,73,67,32,67,22,59,4,2,0,2,1,2,1
20,38,69,76,98,52,77,19,67,2,0,5,1,4,1
74,35,13,43,40,61,24,81,53,5,2,4,3,1,1
63,8,92,31,30,74,64,41,31,4,2,4,2,4,2
41,2,8,75,93,67,17,15,45,5,5,2,2,5,2
46,9,31,89,0,78,75,65,69,1,3,5,0,5,1
